,Impact_Level,Weight,Deceased,Avail_Airbag,Seat_Belt,Front_Impact,Sex,Age,Acc_Year,Veh_Year,Role,Airbag_Deploy,Injury_Severity,Impact_Speed
20161,"[10,24]",0.004589642882700899,No,No,No,No,M,27,2001-01-01,1992-01-01,Driver,No,0,12.915358962476638
20162,"[10,24]",0.00018549684253643274,No,Yes,Yes,Yes,F,19,2001-01-01,1997-01-01,Driver,No,0,21.28525327115848
20163,"[1,9]",0.00018549684253643274,No,Yes,Yes,No,M,21,2001-01-01,1998-01-01,Driver,No,3,3.896226768844727
20164,"[1,9]",0.00018549684253643274,No,Yes,Yes,No,F,19,2001-01-01,1998-01-01,Passenger,Yes,2,2.6898323604679786
20165,"[10,24]",0.00018312953304176107,No,Yes,No,Yes,M,29,2001-01-01,1994-01-01,Driver,Yes,1,15.653983178788465
20166,"[10,24]",0.00018549684253643274,No,Yes,Yes,No,M,56,2001-01-01,2000-01-01,Driver,No,3,13.200243035231711
20167,"[10,24]",0.00018549684253643274,No,No,Yes,Yes,F,87,2001-01-01,1990-01-01,Driver,No,3,19.660627473486326
20168,"[10,24]",0.0002613544241609598,No,Yes,Yes,Yes,F,24,2001-01-01,1994-01-01,Driver,Yes,3,17.787128895445747
20169,"[10,24]",0.0002613544241609598,No,Yes,Yes,Yes,M,46,2001-01-01,1994-01-01,Driver,Yes,2,21.043334828748794
20170,"[10,24]",0.0002613544241609598,No,Yes,Yes,Yes,F,41,2001-01-01,1994-01-01,Passenger,Yes,3,10.084757359491359
20171,"[10,24]",0.002768231501448544,No,Yes,Yes,No,M,36,2001-01-01,1992-01-01,Driver,No,1,15.797493155797593
20172,"[10,24]",0.002768231501448544,No,Yes,Yes,No,F,45,2001-01-01,1992-01-01,Passenger,No,1,14.774886112537976
20173,"[10,24]",0.006065824509281161,No,Yes,Yes,No,F,49,2001-01-01,1995-01-01,Driver,No,2,14.493274364768189
20174,"[10,24]",0.00015981931035050298,No,Yes,Yes,Yes,F,48,2001-01-01,1995-01-01,Driver,Yes,0,12.229904214749595
20175,"[10,24]",0.00015981931035050298,No,Yes,Yes,No,M,25,2001-01-01,1992-01-01,Driver,No,3,19.41594375097884
20176,"[25,39]",0.005348235978584374,No,No,No,Yes,F,27,2001-01-01,1990-01-01,Driver,No,0,30.457401264805632
20177,"[25,39]",7.430241480246891e-05,No,Yes,Yes,No,M,45,2001-01-01,1998-01-01,Driver,Yes,3,30.521962241862237
20178,"[10,24]",8.306318789637351e-05,No,Yes,No,Yes,M,29,2001-01-01,2001-01-01,Driver,Yes,2,19.13948489000655
20179,"[10,24]",8.306318789637351e-05,No,Yes,No,No,M,46,2001-01-01,2001-01-01,Driver,No,3,20.3714626394632
20180,"[55,inf]",0.0002053338593244145,Yes,No,No,Yes,F,69,2001-01-01,1990-01-01,Driver,No,4,64.42930335361321
20181,"[10,24]",0.00026714310066239705,No,Yes,Yes,Yes,F,43,2001-01-01,1997-01-01,Driver,Yes,3,15.130558384412476
20182,"[10,24]",7.430241480246891e-05,No,Yes,Yes,Yes,F,39,2001-01-01,2000-01-01,Driver,Yes,3,15.625109040002073
20183,"[10,24]",0.0012003468713120873,No,No,No,No,M,50,2001-01-01,1987-01-01,Driver,No,3,17.79050661530163
20184,"[25,39]",0.00015981931035050298,No,No,No,Yes,F,42,2001-01-01,1987-01-01,Driver,No,,30.221334162507066
20185,"[25,39]",0.00015981931035050298,No,No,No,Yes,M,48,2001-01-01,1987-01-01,Passenger,No,3,30.96604916237811
20186,"[25,39]",0.00015981931035050298,No,Yes,Yes,Yes,M,20,2001-01-01,1999-01-01,Driver,Yes,,35.93584902701734
20187,"[25,39]",6.403831378116625e-05,No,Yes,No,Yes,M,44,2001-01-01,1996-01-01,Driver,Yes,3,34.60607810949012
20188,"[25,39]",0.0013672853897849712,No,No,No,Yes,F,45,2001-01-01,1993-01-01,Driver,No,2,28.74572716448844
20190,"[40,54]",0.004074450674024701,No,Yes,No,Yes,M,52,2001-01-01,1997-01-01,Driver,Yes,0,44.991489068899796
20192,"[10,24]",0.00018549684253643274,No,Yes,Yes,Yes,F,46,2001-01-01,2000-01-01,Driver,Yes,3,17.216505725980067
20193,"[10,24]",0.00018549684253643274,No,Yes,Yes,Yes,M,49,2001-01-01,2000-01-01,Passenger,Yes,3,13.723156032273554
20194,"[10,24]",0.00018549684253643274,No,Yes,Yes,Yes,M,22,2001-01-01,2000-01-01,Driver,Yes,3,21.260551044088785
20195,"[10,24]",0.00018549684253643274,No,Yes,Yes,No,F,33,2001-01-01,1999-01-01,Driver,No,1,10.319245348765065
20196,"[55,inf]",6.403831378116625e-05,No,Yes,Yes,Yes,M,23,2001-01-01,1993-01-01,Driver,Yes,2,66.4835900032808
20197,"[55,inf]",6.403831378116625e-05,No,No,Yes,Yes,F,19,2001-01-01,1993-01-01,Passenger,No,3,70.04013973473482
20198,"[10,24]",0.00014492426812784932,No,Yes,Yes,Yes,F,23,2001-01-01,1996-01-01,Driver,Yes,2,16.909520461639676
20199,"[10,24]",0.00014492426812784932,No,Yes,Yes,Yes,F,22,2001-01-01,1996-01-01,Passenger,Yes,3,11.33188403563316
20200,"[1,9]",0.0024250061839553158,No,Yes,Yes,No,F,17,2001-01-01,1998-01-01,Driver,No,0,2.3208010646528705
20201,"[1,9]",0.0024250061839553158,No,Yes,Yes,No,F,45,2001-01-01,1998-01-01,Passenger,No,0,5.709374304878958
20202,"[10,24]",0.0005343207605852724,No,Yes,Yes,Yes,M,52,2001-01-01,2000-01-01,Driver,No,2,22.085390456680766
20203,"[10,24]",0.0009341368707505126,No,Yes,Yes,Yes,M,16,2001-01-01,1997-01-01,Driver,Yes,0,15.156144778302583
20204,"[10,24]",0.0009341368707505126,No,Yes,Yes,Yes,F,16,2001-01-01,1997-01-01,Passenger,Yes,1,16.30794469635009
20205,"[25,39]",7.430241480246891e-05,No,Yes,Yes,Yes,M,38,2001-01-01,1997-01-01,Driver,Yes,3,34.33802531184032
20206,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,F,28,2001-01-01,2000-01-01,Driver,Yes,2,40.5869870865273
20207,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,M,35,2001-01-01,2000-01-01,Passenger,Yes,2,28.25943983763641
20208,"[10,24]",0.001856247118086025,No,Yes,Yes,Yes,F,64,2001-01-01,2001-01-01,Driver,No,0,19.287857152841987
20209,"[10,24]",0.0013568139331927129,No,Yes,Yes,Yes,M,29,2001-01-01,1999-01-01,Driver,Yes,0,9.947468188841363
20210,"[10,24]",0.0013568139331927129,No,Yes,Yes,Yes,F,30,2001-01-01,1999-01-01,Passenger,Yes,1,25.119754623443463
20211,"[25,39]",0.0023723205879606617,No,No,Yes,Yes,M,19,2001-01-01,1991-01-01,Driver,No,1,26.670313958477625
20212,"[1,9]",0.003988467228433214,No,Yes,Yes,No,M,16,2001-01-01,1997-01-01,Driver,No,0,7.05440721374647
20213,"[25,39]",0.00015981931035050298,No,No,Yes,Yes,M,31,2001-01-01,1994-01-01,Driver,No,0,25.017480519139415
20214,"[25,39]",0.00015981931035050298,No,No,Yes,Yes,M,25,2001-01-01,1993-01-01,Driver,No,3,34.15628732847626
20215,"[10,24]",0.0024681879826948727,No,Yes,Yes,No,F,50,2001-01-01,1995-01-01,Driver,No,2,20.517415248039285
20216,"[10,24]",0.0002703052731986789,No,No,Yes,No,M,21,2001-01-01,1990-01-01,Driver,No,0,18.98586279512502
20217,"[10,24]",0.0002703052731986789,No,No,Yes,No,M,21,2001-01-01,1990-01-01,Passenger,No,0,21.220903869335725
20218,"[1,9]",0.0002703052731986789,No,Yes,Yes,No,M,49,2001-01-01,1995-01-01,Driver,Yes,3,3.667301808377016
20219,"[10,24]",0.00481343138833036,No,Yes,Yes,No,M,34,2001-01-01,1995-01-01,Driver,No,0,16.945404840381205
20220,"[10,24]",0.0033615622030851024,No,Yes,Yes,No,M,21,2001-01-01,1994-01-01,Driver,No,0,14.335787501477405
20221,"[10,24]",0.0033615622030851024,No,Yes,Yes,No,M,20,2001-01-01,1994-01-01,Passenger,No,0,21.646746715099866
20222,"[1,9]",0.005651666305058343,No,No,Yes,No,M,17,2001-01-01,1989-01-01,Driver,No,0,2.8169825585021204
20223,"[10,24]",0.003284875199138531,No,No,Yes,Yes,F,70,2001-01-01,1993-01-01,Driver,No,0,10.651615439828753
20224,"[10,24]",0.003284875199138531,No,No,Yes,Yes,F,84,2001-01-01,1993-01-01,Passenger,No,5,18.713885525860785
20225,"[10,24]",0.0033218363306025695,No,Yes,No,Yes,M,40,2001-01-01,1999-01-01,Driver,Yes,0,20.23590789039975
20226,"[10,24]",6.403831378116625e-05,No,No,No,Yes,M,31,2001-01-01,1992-01-01,Driver,No,3,14.79072751491142
20227,"[10,24]",6.403831378116625e-05,No,No,Yes,Yes,F,31,2001-01-01,1992-01-01,Passenger,No,2,14.318375699203656
20229,"[25,39]",0.006747765160486429,No,Yes,Yes,Yes,F,60,2001-01-01,1998-01-01,Driver,Yes,0,34.268615417365666
20230,"[25,39]",0.006747765160486429,No,Yes,No,Yes,F,53,2001-01-01,1998-01-01,Passenger,Yes,0,31.002495374688845
20231,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,F,23,2001-01-01,2000-01-01,Driver,Yes,2,34.87349659966621
20232,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,F,22,2001-01-01,2000-01-01,Passenger,Yes,5,32.06406133330876
20233,"[10,24]",0.0009678148722510658,No,No,Yes,Yes,F,48,2001-01-01,1988-01-01,Driver,No,2,17.32107217726385
20234,"[10,24]",0.0009678148722510658,No,Yes,Yes,No,F,33,2001-01-01,1999-01-01,Driver,Yes,2,16.525371109990143
20235,"[10,24]",0.0016921424591522696,No,Yes,Yes,Yes,F,47,2001-01-01,1997-01-01,Driver,No,1,18.128017010079684
20236,"[25,39]",0.00016375906629823624,No,No,Yes,No,M,61,2001-01-01,1990-01-01,Driver,No,4,38.065124019685314
20237,"[1,9]",0.0009194319044676503,No,Yes,Yes,No,F,27,2001-01-01,2001-01-01,Driver,No,2,7.345970968631923
20238,"[1,9]",0.0009194319044676503,No,Yes,Yes,No,M,30,2001-01-01,2001-01-01,Passenger,No,,2.106079918365473
20240,"[10,24]",0.002540900671391149,No,Yes,Yes,Yes,F,47,2001-01-01,1999-01-01,Driver,No,0,16.221639080487776
20241,"[1,9]",0.0017462968238109867,No,No,Yes,No,M,41,2001-01-01,1991-01-01,Driver,No,2,3.4747901739870906
20242,"[1,9]",0.0027601964728736035,No,Yes,Yes,Yes,F,25,2001-01-01,2000-01-01,Driver,No,0,3.353571338215648
20243,"[40,54]",0.00015981931035050298,No,No,No,Yes,M,43,2001-01-01,1989-01-01,Driver,No,3,52.57056387380334
20244,"[10,24]",0.00021516596956258329,No,Yes,Yes,Yes,M,74,2001-01-01,1992-01-01,Driver,Yes,0,14.997432353397912
20245,"[10,24]",0.00021516596956258329,No,No,No,Yes,M,34,2001-01-01,1992-01-01,Passenger,No,3,15.420779049842448
20246,"[40,54]",0.0022786995453160466,No,No,No,Yes,M,30,2001-01-01,1989-01-01,Driver,No,0,48.26671414363353
20247,"[40,54]",0.0022786995453160466,No,No,No,Yes,M,19,2001-01-01,1989-01-01,Passenger,No,2,46.68577782535811
20248,"[40,54]",0.00019073257083457356,No,Yes,No,No,M,36,2001-01-01,1999-01-01,Driver,Yes,3,45.59107096475805
20249,"[25,39]",9.593651325166725e-05,No,Yes,Yes,Yes,M,41,2001-01-01,1997-01-01,Driver,Yes,3,30.270507711564175
20250,"[10,24]",0.00015981931035050298,No,Yes,Yes,Yes,M,29,2001-01-01,1997-01-01,Driver,Yes,2,14.781235740959339
20251,"[25,39]",0.00015981931035050298,No,No,Yes,Yes,F,29,2001-01-01,1991-01-01,Driver,No,3,26.330037346394494
20252,"[25,39]",0.0007293905188915626,No,Yes,Yes,No,M,78,2001-01-01,1999-01-01,Driver,No,1,27.856779010526395
20253,"[25,39]",0.0007293905188915626,No,Yes,No,Yes,M,18,2001-01-01,1996-01-01,Driver,Yes,0,33.20430855804444
20254,"[55,inf]",0.001275236793577325,No,No,Yes,Yes,M,27,2001-01-01,1989-01-01,Driver,No,2,64.32472908676394
20255,"[55,inf]",0.001275236793577325,No,No,No,Yes,M,28,2001-01-01,1989-01-01,Passenger,No,2,53.43847912898703
20256,"[10,24]",0.00101813315874099,No,Yes,No,No,M,33,2001-01-01,2001-01-01,Driver,No,3,20.027247693548524
20257,"[25,39]",0.0017801303419869908,No,Yes,No,No,M,33,2001-01-01,1991-01-01,Driver,No,1,37.469089423061604
20258,"[10,24]",0.0005141899900664895,No,Yes,Yes,No,M,49,2001-01-01,2001-01-01,Driver,No,0,18.749375410249424
20259,"[10,24]",0.0005141899900664895,No,Yes,Yes,No,F,20,2001-01-01,2001-01-01,Passenger,No,1,17.954169864780756
20260,"[10,24]",0.0005141899900664895,No,Yes,Yes,Yes,M,21,2001-01-01,1998-01-01,Driver,No,0,17.117938132510552
20262,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,M,84,2001-01-01,1998-01-01,Driver,Yes,3,32.95893120571979
20263,"[25,39]",0.00018549684253643274,No,Yes,No,Yes,M,46,2001-01-01,1998-01-01,Passenger,Yes,,32.64713925292804
20264,"[25,39]",0.00018549684253643274,No,Yes,Yes,Yes,M,18,2001-01-01,1997-01-01,Driver,Yes,0,27.34636439475038
20266,"[10,24]",0.0031453248963700473,No,Yes,Yes,Yes,M,39,2001-01-01,2000-01-01,Driver,No,0,15.433008583287727
20267,"[25,39]",0.001174254627978211,No,Yes,Yes,Yes,F,22,2001-01-01,1999-01-01,Driver,Yes,1,39.866237355879406
20268,"[25,39]",0.001174254627978211,No,Yes,Yes,Yes,F,55,2001-01-01,1999-01-01,Passenger,Yes,1,33.853045462644054
20269,"[25,39]",0.0020530966784193497,No,Yes,Yes,Yes,M,32,2001-01-01,1995-01-01,Driver,Yes,3,27.02155154132452
20270,"[25,39]",0.0020530966784193497,No,Yes,No,Yes,M,47,2001-01-01,1995-01-01,Passenger,Yes,3,31.498290841164476
20271,"[25,39]",6.403831378116625e-05,No,Yes,Yes,Yes,F,18,2001-01-01,1995-01-01,Driver,Yes,3,30.82771144349366
20272,"[25,39]",6.403831378116625e-05,No,Yes,Yes,Yes,F,18,2001-01-01,1995-01-01,Passenger,Yes,3,28.63709182400337
20273,"[10,24]",0.00037311907972737297,No,Yes,Yes,Yes,M,19,2001-01-01,1996-01-01,Driver,Yes,1,18.997042354940845
20274,"[10,24]",0.00037311907972737297,No,Yes,Yes,No,M,33,2001-01-01,1998-01-01,Driver,Yes,1,22.29058575724757
20275,"[10,24]",0.00037311907972737297,No,Yes,Yes,No,M,33,2001-01-01,1998-01-01,Passenger,Yes,3,16.323494087107893
20277,"[10,24]",0.00045676977509053856,No,Yes,Yes,Yes,F,55,2001-01-01,1992-01-01,Driver,Yes,3,15.993033674157568
20278,"[10,24]",0.0007108149151876362,No,Yes,Yes,Yes,M,29,2001-01-01,2000-01-01,Driver,No,1,19.86846344063814
20279,"[10,24]",0.0007108149151876362,No,Yes,No,Yes,M,24,2001-01-01,2000-01-01,Passenger,No,1,18.618222963904174
20280,"[25,39]",0.001964279373272643,No,Yes,Yes,Yes,M,21,2001-01-01,1998-01-01,Driver,Yes,0,35.087512387644054
20281,"[25,39]",0.001964279373272643,No,Yes,Yes,Yes,M,24,2001-01-01,1998-01-01,Passenger,Yes,0,24.33573713639348
20282,"[25,39]",0.000652375201967955,No,Yes,No,Yes,M,20,2001-01-01,1992-01-01,Driver,Yes,0,32.943371635619705
20283,"[10,24]",0.0011405593468434762,No,Yes,Yes,Yes,M,67,2001-01-01,1996-01-01,Driver,Yes,2,23.322549051509412
20284,"[1,9]",0.0018027493794296604,No,Yes,Yes,No,F,26,2001-01-01,2001-01-01,Driver,No,0,6.927887047441663
20285,"[10,24]",0.00018824430392074508,No,No,No,Yes,F,51,2001-01-01,1994-01-01,Driver,No,3,17.70152394443105
20286,"[25,39]",0.0011400582375326671,No,Yes,No,Yes,F,17,2001-01-01,1999-01-01,Driver,Yes,2,36.92849993550611
20287,"[10,24]",0.019435248080586096,No,Yes,Yes,Yes,M,34,2001-01-01,1997-01-01,Driver,Yes,2,10.16565687798137
20288,"[10,24]",0.019435248080586096,No,Yes,Yes,Yes,M,42,2001-01-01,1997-01-01,Passenger,Yes,0,21.01192100129592
20289,"[10,24]",0.001121586311617739,No,Yes,Yes,No,F,16,2001-01-01,1992-01-01,Driver,No,2,17.10210884568838
20290,"[25,39]",0.0014204720950743413,No,No,Yes,Yes,M,18,2001-01-01,1989-01-01,Driver,No,1,30.250794777719356
20291,"[25,39]",0.0014204720950743413,No,No,Yes,Yes,F,16,2001-01-01,1989-01-01,Passenger,No,1,30.840269861642973
20292,"[25,39]",0.0014204720950743413,No,No,No,No,M,39,2001-01-01,1989-01-01,Driver,No,3,34.93220458931105
20293,"[25,39]",0.0014204720950743413,No,No,No,No,F,41,2001-01-01,1989-01-01,Passenger,No,1,31.587511781447088
20294,"[10,24]",0.01513747545102652,No,Yes,Yes,Yes,F,16,2001-01-01,1997-01-01,Driver,No,1,15.515202886221852
20295,"[10,24]",0.01513747545102652,No,Yes,Yes,Yes,F,18,2001-01-01,1995-01-01,Driver,No,0,18.99167681212087
20296,"[10,24]",0.0005492676417024251,No,Yes,Yes,No,F,34,2001-01-01,1999-01-01,Driver,No,1,21.265248740315972
20297,"[10,24]",0.0014618740917828406,No,Yes,Yes,No,M,32,2001-01-01,1994-01-01,Driver,No,1,20.43106306767808
20299,"[25,39]",0.0014394278506658967,No,Yes,No,No,M,29,2001-01-01,2000-01-01,Driver,No,2,29.928705550627768
20300,"[40,54]",0.0014394278506658967,No,No,No,Yes,M,41,2001-01-01,1989-01-01,Driver,No,3,48.93226405261159
20301,"[10,24]",0.011663975796093374,No,Yes,Yes,No,F,61,2001-01-01,1997-01-01,Driver,No,2,20.308876612594766
20302,"[25,39]",0.0003606604655260603,No,No,No,Yes,F,27,2001-01-01,1991-01-01,Driver,No,3,29.999757928562186
20303,"[25,39]",0.000421571166031423,No,Yes,Yes,Yes,M,26,2001-01-01,1996-01-01,Driver,Yes,2,30.622609580538608
20304,"[10,24]",0.015489755295382674,No,Yes,Yes,Yes,M,17,2001-01-01,1991-01-01,Driver,Yes,0,11.143328690296673
20305,"[10,24]",0.015489755295382674,No,No,Yes,Yes,M,16,2001-01-01,1991-01-01,Passenger,No,0,17.809288944997547
20308,"[25,39]",0.0003162172536923897,No,Yes,No,Yes,M,39,2001-01-01,1998-01-01,Driver,Yes,3,30.2498285400368
20309,"[10,24]",0.022707872021210097,No,No,Yes,No,F,18,2001-01-01,1992-01-01,Driver,No,0,25.10036475370042
20310,"[10,24]",0.022707872021210097,No,Yes,Yes,Yes,F,27,2001-01-01,1995-01-01,Driver,Yes,1,17.175799295493483
20311,"[25,39]",0.001121586311617739,No,No,Yes,Yes,M,30,2001-01-01,1993-01-01,Driver,No,0,27.832431176991832
20312,"[25,39]",0.0025296516314055437,No,Yes,No,Yes,F,79,2001-01-01,1994-01-01,Driver,Yes,3,29.936408796990023
20313,"[10,24]",0.0025296516314055437,No,No,Yes,No,M,32,2001-01-01,1994-01-01,Driver,No,2,21.03904090200433
20314,"[10,24]",0.020499137703242062,No,No,Yes,Yes,F,18,2001-01-01,1989-01-01,Driver,No,0,13.975499163171616
20315,"[10,24]",0.020499137703242062,No,No,Yes,Yes,F,62,2001-01-01,1988-01-01,Driver,No,1,21.198760511580275
20316,"[10,24]",0.03200113423506424,No,Yes,Yes,Yes,M,36,2001-01-01,2001-01-01,Driver,Yes,0,18.527272778188856
20317,"[10,24]",0.03200113423506424,No,Yes,Yes,Yes,F,31,2001-01-01,2001-01-01,Passenger,Yes,1,15.380500094766791
20318,"[10,24]",0.0007547224584501806,No,Yes,Yes,Yes,M,17,2001-01-01,1994-01-01,Driver,Yes,0,17.65289295878891
20319,"[10,24]",0.0007547224584501806,No,No,No,Yes,M,67,2001-01-01,1993-01-01,Driver,No,3,21.958482243747902
20320,"[10,24]",0.0007547224584501806,No,No,No,Yes,F,60,2001-01-01,1993-01-01,Passenger,No,1,17.00966595401956
20321,"[25,39]",0.0007547224584501806,No,Yes,Yes,No,M,19,2001-01-01,1991-01-01,Driver,Yes,3,33.54224702325447
20322,"[25,39]",0.0007547224584501806,No,No,Yes,No,M,20,2001-01-01,1991-01-01,Passenger,No,0,30.191798291513432
20323,"[10,24]",0.00100719515209824,No,Yes,No,Yes,F,39,2001-01-01,2000-01-01,Driver,No,3,15.878741822269458
20324,"[10,24]",0.00100719515209824,No,Yes,No,Yes,M,18,2001-01-01,2000-01-01,Passenger,No,2,18.51207336091863
20325,"[25,39]",0.03155353994426769,No,Yes,Yes,Yes,M,43,2001-01-01,1999-01-01,Driver,Yes,1,33.14687427475509
20326,"[10,24]",0.03155353994426769,No,No,Yes,Yes,F,44,2001-01-01,1987-01-01,Driver,No,1,17.972672174311484
20327,"[55,inf]",0.0004407515568311333,No,Yes,Yes,Yes,M,19,2001-01-01,2000-01-01,Driver,Yes,3,67.63220223497157
20328,"[55,inf]",0.0004407515568311333,No,Yes,Yes,Yes,F,48,2001-01-01,1992-01-01,Driver,Yes,1,66.82044966239124
20329,"[40,54]",0.0008365587925219711,Yes,Yes,Yes,No,F,72,2001-01-01,1992-01-01,Driver,No,4,46.294489448712795
20330,"[25,39]",0.0008365587925219711,No,Yes,Yes,Yes,M,25,2001-01-01,1998-01-01,Driver,Yes,0,35.42404630457573
20331,"[55,inf]",0.0004750689046877876,No,Yes,Yes,No,M,30,2001-01-01,2000-01-01,Driver,No,3,65.12302985843804
20332,"[55,inf]",0.0004750689046877876,No,Yes,Yes,No,F,26,2001-01-01,2000-01-01,Passenger,Yes,3,62.73219429465149
20333,"[25,39]",0.00045473077859100843,No,Yes,Yes,Yes,M,40,2001-01-01,1994-01-01,Driver,Yes,0,31.43305251085993
20334,"[55,inf]",0.00045473077859100843,Yes,Yes,Yes,Yes,F,54,2001-01-01,1994-01-01,Driver,Yes,4,60.59260569513147
20335,"[40,54]",0.0014204720950743413,No,No,No,Yes,M,27,2001-01-01,1989-01-01,Driver,No,2,48.30376700558244
20336,"[40,54]",0.0014204720950743413,No,No,No,Yes,M,23,2001-01-01,1989-01-01,Passenger,No,3,49.759910631361294
20337,"[10,24]",0.04783637847940257,No,Yes,Yes,Yes,M,24,2001-01-01,1996-01-01,Driver,Yes,0,16.49041749194894
20338,"[10,24]",0.0023650977020635245,No,Yes,Yes,No,F,17,2001-01-01,1999-01-01,Driver,No,1,18.940338183066956
20339,"[10,24]",0.0023650977020635245,No,Yes,Yes,No,F,43,2001-01-01,1999-01-01,Passenger,No,1,10.406597016473633
20340,"[10,24]",0.0023650977020635245,No,Yes,Yes,Yes,F,37,2001-01-01,1995-01-01,Driver,No,1,14.26260946703579
20341,"[40,54]",0.005422987663824437,No,No,Yes,No,M,27,2001-01-01,1990-01-01,Driver,No,0,44.05249955737303
20342,"[10,24]",0.005422987663824437,No,Yes,Yes,Yes,F,44,2001-01-01,1999-01-01,Driver,Yes,1,24.848241157020187
20343,"[10,24]",0.001121586311617739,No,Yes,Yes,Yes,M,74,2001-01-01,1998-01-01,Driver,No,0,22.385334255160757
20344,"[10,24]",0.001121586311617739,No,Yes,Yes,Yes,F,77,2001-01-01,1998-01-01,Passenger,No,0,13.689986905440279
20345,"[10,24]",0.001121586311617739,No,Yes,Yes,No,F,57,2001-01-01,1999-01-01,Driver,No,3,20.59866737554666
20346,"[55,inf]",0.0006634514456600206,No,No,Yes,No,M,17,2001-01-01,1993-01-01,Driver,No,3,58.56593090861164
20347,"[40,54]",0.0006634514456600206,No,No,Yes,Yes,M,21,2001-01-01,1987-01-01,Driver,No,0,54.09228410576176
20348,"[10,24]",0.0905309434561689,No,No,Yes,No,F,26,2001-01-01,1989-01-01,Driver,No,0,15.366968725635441
20349,"[10,24]",0.0905309434561689,No,No,Yes,No,F,24,2001-01-01,1989-01-01,Passenger,No,0,22.534498065839273
20350,"[10,24]",0.001121586311617739,No,Yes,Yes,Yes,F,17,2001-01-01,1998-01-01,Driver,Yes,0,15.096831469389995
20351,"[10,24]",0.001121586311617739,No,Yes,No,Yes,F,16,2001-01-01,1998-01-01,Passenger,Yes,0,17.269901197318184
20353,"[25,39]",0.0002847856042693631,No,Yes,Yes,No,F,25,2001-01-01,1999-01-01,Driver,Yes,3,31.337582419839123
20354,"[25,39]",0.0003606604655260603,No,No,No,Yes,M,40,2001-01-01,1989-01-01,Driver,No,2,33.20908998650476
20355,"[55,inf]",0.0003606604655260603,No,No,Yes,No,F,47,2001-01-01,1988-01-01,Driver,No,0,61.63415938297913
20356,"[25,39]",0.0003606604655260603,No,No,No,Yes,F,48,2001-01-01,1994-01-01,Driver,No,3,32.28672408976608
20357,"[10,24]",0.00373932950364314,No,No,Yes,Yes,M,58,2001-01-01,1993-01-01,Driver,No,1,19.49212892415701
20358,"[10,24]",0.00373932950364314,No,Yes,Yes,No,F,25,2001-01-01,1999-01-01,Driver,No,2,15.380020198812863
20359,"[25,39]",0.0005093344136539661,No,Yes,Yes,No,F,22,2001-01-01,1996-01-01,Driver,Yes,1,35.149147897383635
20360,"[25,39]",0.0005093344136539661,No,Yes,Yes,No,F,19,2001-01-01,1996-01-01,Passenger,Yes,1,29.592979381286206
20361,"[25,39]",0.0005093344136539661,No,No,No,Yes,M,58,2001-01-01,1987-01-01,Driver,No,3,26.723155717376784
20363,"[10,24]",0.0005238838632533313,No,Yes,Yes,No,F,35,2001-01-01,1999-01-01,Driver,No,0,14.340355909314784
20364,"[10,24]",0.0005238838632533313,No,Yes,Yes,No,F,50,2001-01-01,1999-01-01,Passenger,No,0,14.966175984020019
20365,"[10,24]",0.0005238838632533313,No,No,Yes,Yes,F,41,2001-01-01,1988-01-01,Driver,No,0,23.783060297219492
20366,"[10,24]",0.0005238838632533313,No,Yes,Yes,Yes,M,21,2001-01-01,2001-01-01,Driver,Yes,3,19.761749802726307
20367,"[10,24]",0.0007989064758113558,No,Yes,Yes,Yes,M,18,2001-01-01,1995-01-01,Driver,No,3,16.043243847243563
20368,"[10,24]",0.0007989064758113558,No,Yes,Yes,Yes,M,35,2001-01-01,2000-01-01,Driver,Yes,0,14.73245219384212
20369,"[10,24]",0.006473122699795918,No,Yes,No,Yes,M,34,2001-01-01,1995-01-01,Driver,Yes,2,15.428957039336284
20370,"[10,24]",0.006473122699795918,No,Yes,Yes,No,F,20,2001-01-01,1995-01-01,Driver,Yes,2,18.78203070320619
20371,"[10,24]",0.003359281291759328,No,Yes,Yes,No,F,20,2001-01-01,1994-01-01,Driver,No,3,12.6225870920059
20372,"[10,24]",0.003359281291759328,No,Yes,Yes,No,F,17,2001-01-01,1994-01-01,Passenger,No,3,20.42245730439766
20373,"[10,24]",0.003359281291759328,No,Yes,Yes,Yes,M,64,2001-01-01,1996-01-01,Driver,No,0,13.894776455726797
20374,"[10,24]",0.003359281291759328,No,Yes,Yes,Yes,M,26,2001-01-01,1996-01-01,Passenger,No,0,18.518765827725154
20375,"[25,39]",0.12347167492562101,No,Yes,Yes,Yes,F,38,2001-01-01,1991-01-01,Driver,Yes,0,28.134294706049346
20376,"[10,24]",0.0002847856042693631,No,Yes,Yes,Yes,M,50,2001-01-01,2000-01-01,Driver,Yes,3,23.155377385786355
20377,"[40,54]",0.0014204720950743413,No,Yes,No,No,M,31,2001-01-01,1995-01-01,Driver,Yes,3,46.00374263105852
20378,"[10,24]",0.015418476816066005,No,Yes,Yes,Yes,F,17,2001-01-01,2000-01-01,Driver,Yes,0,17.123668801516903
